NR;MIASTO;ULICA;X;Y;Z;PAR1;PAR2;PAR3;PAR4;PAR5;PAR6
1298;GEEL;FEHRENBACHSTRAAT;193628,971;205397,354;22,050;11,9;-2,7;3,9;8;30,0;25
1299;GEEL;FEHRENBACHSTRAAT;193601,207;205390,161;22,142;12,9;0,5;3,4;7;36,7;0
1300;GEEL;FEHRENBACHSTRAAT;193570,756;205382,315;22,232;12,7;2,7;0,7;5;40,0;25
1301;GEEL;FEHRENBACHSTRAAT;193541,284;205374,805;22,343;11,0;3,0;1,6;7;22,6;15
1302;GEEL;FEHRENBACHSTRAAT;193510,615;205366,860;22,425;12,0;3,2;2,0;10;37,6;15
1303;GEEL;FEHRENBACHSTRAAT;193484,785;205360,252;22,422;9,4;2,4;2,6;6;22,2;25
1304;GEEL;FEHRENBACHSTRAAT;193458,418;205353,494;22,354;11,4;-2,0;1,1;6;32,9;30
1305;GEEL;FEHRENBACHSTRAAT;193434,164;205347,169;22,295;11,2;1,3;2,5;6;26,7;25
1306;GEEL;FEHRENBACHSTRAAT;193408,304;205341,549;22,245;9,3;0,8;3,2;8;24,3;30
1307;GEEL;DIESTSEWEG;193561,027;205809,051;23,110;10,4;0,4;2,2;8;31,7;25
1308;GEEL;DIESTSEWEG;193575,407;205781,789;22,963;11,5;-1,0;2,8;8;35,4;30
1309;GEEL;DIESTSEWEG;193586,455;205753,369;22,886;8,9;1,3;2,7;8;39,2;20
1310;GEEL;DIESTSEWEG;193598,632;205725,330;22,885;12,9;-2,0;4,0;9;24,3;15
1311;GEEL;DIESTSEWEG;193609,527;205700,433;22,896;12,2;-2,7;3,3;5;24,2;25
1312;GEEL;DIESTSEWEG;193633,211;205645,606;22,742;11,5;-2,2;2,6;8;39,0;30
1313;GEEL;DIESTSEWEG;193656,825;205593,293;22,547;8,1;1,7;0,7;6;37,3;5
1314;GEEL;DIESTSEWEG;193673,078;205561,735;22,482;8,8;-2,7;3,3;6;32,5;25
1315;GEEL;DIESTSEWEG;193684,393;205538,985;22,436;12,4;-1,2;2,0;6;37,2;20
1316;GEEL;DIESTSEWEG;193694,380;205517,161;22,354;8,8;0,2;3,9;8;36,3;15
1317;GEEL;DIESTSEWEG;193706,571;205491,308;22,269;12,4;0,7;1,2;6;35,6;5
1318;GEEL;DIESTSEWEG;193719,351;205464,606;22,226;12,1;3,9;4,0;5;34,1;20
1319;GEEL;DIESTSEWEG;193730,606;205441,399;22,148;12,5;0,3;1,2;10;35,2;5
1320;GEEL;DIESTSEWEG;193739,404;205419,965;22,105;12,7;-2,2;2,4;6;28,6;10
1321;GEEL;DIESTSEWEG;193740,645;205391,193;21,941;12,6;-2,5;3,3;6;22,2;0
1322;GEEL;DIESTSEWEG;193740,519;205355,377;21,865;11,3;3,0;3,6;7;38,5;20
1323;GEEL;DIESTSEWEG;193740,472;205327,393;21,801;12,0;-2,4;3,5;8;22,6;20
1324;GEEL;DIESTSEWEG;193740,097;205295,836;21,770;12,1;0,9;3,9;10;23,2;25
1325;GEEL;DIESTSEWEG;193739,725;205265,233;21,736;12,9;-1,7;0,2;8;30,9;25
1326;GEEL;DIESTSEWEG;193739,360;205235,584;21,695;9,1;-1,6;0,5;9;32,3;25
1327;GEEL;DIESTSEWEG;193738,936;205201,636;21,709;8,3;-3,2;2,4;8;27,1;10
1328;GEEL;DIESTSEWEG;193738,821;205169,689;21,730;10,8;-0,8;0,4;7;27,5;5
1329;GEEL;DIESTSEWEG;193738,844;205143,009;21,775;11,5;-1,3;1,8;6;22,3;20
1330;GEEL;DIESTSEWEG;193740,852;205113,146;21,825;12,9;0,0;1,7;9;39,4;10
1331;GEEL;DIESTSEWEG;193739,654;205082,731;21,905;10,6;1,4;2,1;10;30,5;0
1332;GEEL;WINKELOM;193751,325;204863,655;21,054;11,7;-0,1;2,1;5;37,0;5
1333;GEEL;WINKELOM;193755,039;204824,382;21,017;8,8;0,1;1,4;10;27,1;5
1334;GEEL;WINKELOM;193758,497;204793,771;21,041;9,5;3,0;0,7;9;23,4;20
1335;GEEL;WINKELOM;193763,682;204756,765;21,047;12,4;3,5;2,8;6;25,1;10
1336;GEEL;WINKELOM;193769,660;204719,129;21,114;9,3;3,9;0,6;5;25,9;5
1337;GEEL;WINKELOM;193775,704;204693,155;21,174;12,2;3,9;2,0;6;23,5;10
1338;GEEL;WINKELOM;193785,461;204668,631;21,546;10,2;3,1;3,7;5;30,0;10
1339;GEEL;WERFT;193449,797;205967,826;24,523;9,5;3,6;2,7;8;36,5;25
1340;GEEL;WERFT;193465,693;205976,356;24,820;10,3;-3,0;3,0;6;36,5;25
1341;GEEL;WERFT;193480,020;205978,254;24,858;13,0;3,7;1,0;7;23,3;15
1342;GEEL;KABIENSTRAAT;193052,634;206180,703;24,098;12,9;-1,6;1,7;6;33,6;25
1343;GEEL;KABIENSTRAAT;193056,459;206214,746;24,326;9,4;-1,1;0,6;9;35,6;15
1344;GEEL;KABIENSTRAAT;193063,521;206251,002;24,467;11,1;2,3;3,7;7;36,3;20
1345;GEEL;KABIENSTRAAT;193068,984;206285,722;24,233;10,3;-1,6;1,0;5;38,2;10
1346;GEEL;LEBONSTRAAT;193056,194;206145,670;23,889;9,0;1,5;2,6;5;24,0;15
1347;GEEL;LEBONSTRAAT;193088,583;206132,975;23,908;12,9;2,0;1,3;8;23,3;20
1348;GEEL;LEBONSTRAAT;193118,731;206122,065;23,962;11,1;2,4;2,8;9;27,9;5
1349;GEEL;LEBONSTRAAT;193148,780;206113,534;23,979;9,7;1,1;3,4;8;25,0;10
1350;GEEL;LEBONSTRAAT;193180,273;206109,919;23,971;8,1;2,8;1,3;6;26,7;5
1351;GEEL;LEBONSTRAAT;193219,055;206106,100;23,951;12,5;3,8;0,0;8;28,4;10
1352;GEEL;LEBONSTRAAT;193253,988;206101,754;23,838;10,9;-1,1;3,7;7;33,6;15
1353;GEEL;LEBONSTRAAT;193285,170;206098,271;23,814;10,7;1,8;0,5;8;21,3;25
1354;GEEL;LEBONSTRAAT;193317,634;206088,661;23,764;9,9;0,8;0,7;8;33,8;10
1355;GEEL;LEBONSTRAAT;193352,330;206078,828;23,765;11,2;1,9;1,0;6;28,7;15
1356;GEEL;LEBONSTRAAT;193373,677;206072,783;23,771;11,1;-3,1;0,9;7;22,9;15
1357;GEEL;LEBONSTRAAT;193415,836;206060,002;23,899;10,8;-1,7;2,9;6;36,0;25
1358;GEEL;LEBONSTRAAT;193448,576;206051,526;24,058;10,1;-2,4;3,8;7;22,2;15
1359;GEEL;LEBONSTRAAT;193488,038;206042,389;24,252;10,3;3,7;3,1;8;34,4;10
1360;GEEL;ELSUM;192331,701;206209,949;23,199;11,9;2,7;2,7;9;24,0;10
1361;GEEL;ELSUM;192363,483;206195,211;23,167;9,8;-1,8;0,3;9;27,9;20
1362;GEEL;ELSUM;192395,265;206180,578;23,130;10,7;1,7;2,2;6;31,4;30
1363;GEEL;ELSUM;192425,989;206165,130;23,118;8,8;0,4;1,6;9;23,3;30
1364;GEEL;ELSUM;192447,198;206130,989;23,293;8,7;1,2;3,9;6;22,0;15
1365;GEEL;ELSUM;192459,350;206154,435;23,241;9,6;2,1;2,0;6;25,8;20
1366;GEEL;ELSUM;192479,331;206122,847;23,421;10,7;1,4;3,4;5;38,0;15
1367;GEEL;ELSUM;192492,660;206151,512;23,308;9,3;-0,0;0,5;9;27,1;0
1368;GEEL;ELSUM;192531,557;206155,248;23,367;8,6;0,8;2,2;9;31,6;10
1369;GEEL;ELSUM;192564,374;206164,719;23,294;8,7;-1,5;1,7;8;20,6;20
1370;GEEL;ELSUM;192597,408;206175,309;23,259;10,5;3,9;1,6;8;26,4;20
1371;GEEL;ELSUM;192631,838;206185,376;23,179;12,4;1,2;1,2;7;31,7;10
1372;GEEL;ELSUM;192666,322;206195,354;23,136;8,8;-2,9;3,3;7;29,2;25
1373;GEEL;ELSUM;192700,075;206205,271;23,138;10,2;-1,7;1,0;5;25,7;20
1374;GEEL;ELSUM;192734,986;206213,258;23,209;11,4;3,4;3,3;8;34,4;15
1375;GEEL;ELSUM;192767,106;206215,814;23,190;10,3;2,1;0,0;7;22,1;25
1376;GEEL;ELSUM;192799,139;206211,654;23,249;12,8;1,8;1,8;7;38,3;15
1377;GEEL;ELSUM;192834,095;206204,902;23,301;8,2;3,7;1,6;8;21,9;25
1378;GEEL;ELSUM;192867,732;206198,232;23,413;8,4;4,0;1,4;6;21,1;15
1379;GEEL;ELSUM;192897,378;206192,255;23,475;12,8;1,8;2,9;6;26,0;10
1380;GEEL;ELSUM;192928,714;206186,212;23,505;11,8;2,3;2,7;10;24,3;5
1381;GEEL;ELSUM;192962,017;206179,839;23,581;10,0;-3,0;1,9;9;23,3;10
1382;GEEL;ELSUM;192995,952;206169,528;23,730;12,3;1,3;1,7;8;37,2;20
1383;GEEL;ELSUM;193029,808;206156,254;23,831;9,0;3,1;0,4;9;22,4;15
1384;GEEL;DRIJHOEK;191995,128;205622,874;22,519;9,0;-0,5;1,1;7;26,9;10
1385;GEEL;DRIJHOEK;192127,598;205693,076;22,369;9,3;1,2;0,5;7;31,8;5
1386;GEEL;DRIJHOEK;192155,416;205706,930;22,276;10,5;-0,1;0,8;6;20,8;15
1387;GEEL;DRIJHOEK;192181,778;205708,448;22,182;10,5;-1,7;4,0;9;30,1;10
1388;GEEL;DRIJHOEK;192209,789;205716,595;22,188;10,3;2,5;1,6;10;25,1;15
1389;GEEL;DRIJHOEK;192242,292;205725,935;22,127;11,3;2,9;3,2;9;24,3;5
1390;GEEL;DRIJHOEK;192273,111;205734,893;22,180;10,7;1,6;0,1;5;27,2;25
1391;GEEL;DRIJHOEK;192304,225;205743,873;22,184;12,5;2,4;3,1;6;24,3;20
1392;GEEL;DRIJHOEK;192335,021;205751,854;22,202;10,0;3,7;2,0;9;23,8;10
1393;GEEL;DRIJHOEK;192364,689;205760,797;22,275;12,9;-3,4;2,2;6;27,1;10
1394;GEEL;DRIJHOEK;192394,190;205770,991;22,370;8,5;-0,8;1,6;10;30,2;15
1395;GEEL;DRIJHOEK;192423,556;205780,745;22,521;8,8;4,0;3,8;10;20,0;5
1396;GEEL;DRIJHOEK;192453,117;205790,771;22,691;9,8;-3,8;1,8;6;29,0;5
1397;GEEL;DRIJHOEK;192482,634;205800,922;22,866;9,3;2,1;3,9;7;39,6;5
1398;GEEL;DRIJHOEK;192514,349;205804,848;23,040;12,0;-2,6;0,8;7;29,2;15
1399;GEEL;DRIJHOEK;192545,752;205805,051;23,190;8,3;0,3;4,0;7;30,3;10
1400;GEEL;KLEINHOEFSTRAAT;191528,718;206159,778;23,454;8,0;-0,3;1,2;6;33,8;10
1401;GEEL;KLEINHOEFSTRAAT;191556,908;206138,531;23,463;8,4;1,3;2,6;10;36,2;10
1402;GEEL;KLEINHOEFSTRAAT;191575,438;206101,049;23,476;8,6;3,7;2,3;8;37,6;10
1403;GEEL;KLEINHOEFSTRAAT;191592,696;206067,503;23,476;9,6;3,5;1,0;6;24,0;20
1404;GEEL;KLEINHOEFSTRAAT;191611,561;206031,038;23,487;11,4;-3,0;2,3;8;20,8;20
1405;GEEL;KLEINHOEFSTRAAT;191629,005;205997,591;23,475;8,7;2,3;2,8;9;20,8;5
1406;GEEL;KLEINHOEFSTRAAT;191654,262;205949,379;23,456;9,0;-1,1;2,7;10;32,2;30
1407;GEEL;KLEINHOEFSTRAAT;191668,618;205922,355;23,473;8,9;-0,8;4,0;9;30,6;10
1408;GEEL;KLEINHOEFSTRAAT;191688,419;205887,145;23,483;11,8;-2,6;2,3;9;34,0;5
1409;GEEL;KLEINHOEFSTRAAT;191709,970;205849,375;23,459;9,6;0,2;3,7;9;35,5;5
1410;GEEL;KLEINHOEFSTRAAT;191728,418;205789,033;23,435;10,2;-3,1;2,7;10;36,8;25
1411;GEEL;KLEINHOEFSTRAAT;191735,997;205803,633;23,496;9,6;-3,0;0,8;7;28,0;0
1412;GEEL;KLEINHOEFSTRAAT;191738,314;205794,153;23,477;10,4;-1,1;0,3;9;22,5;20
1413;GEEL;KLEINHOEFSTRAAT;191754,735;205770,638;23,393;12,3;-1,2;2,3;9;32,3;0
1414;GEEL;KLEINHOEFSTRAAT;191774,752;205735,566;23,269;10,5;-2,1;0,4;6;24,8;0
1415;GEEL;KLEINHOEFSTRAAT;191795,594;205699,053;23,092;12,1;-1,4;3,2;9;32,4;25
1416;GEEL;KLEINHOEFSTRAAT;191819,971;205660,563;22,822;12,0;1,5;3,4;7;38,5;10
1417;GEEL;KLEINHOEFSTRAAT;191862,868;205645,961;22,740;9,9;1,8;2,3;5;21,8;25
1418;GEEL;KLEINHOEFSTRAAT;191908,636;205634,963;22,671;11,7;0,9;3,2;7;36,5;25
1419;GEEL;KLEINHOEFSTRAAT;191956,355;205608,190;22,582;11,1;-1,6;3,0;5;35,0;15
1420;GEEL;LARUM;190226,098;206509,577;20,113;10,4;3,5;0,6;8;21,4;15
1421;GEEL;LARUM;190229,028;206492,472;19,823;12,9;1,8;0,2;7;32,8;20
1422;GEEL;LARUM;190246,605;206489,524;20,126;8,6;-2,6;1,7;7;36,9;20
1423;GEEL;LARUM;190248,732;206473,028;19,859;9,8;-3,5;1,7;7;33,1;0
1424;GEEL;LARUM;190257,310;206451,704;19,983;12,3;-3,0;0,8;9;36,9;25
1425;GEEL;LARUM;190271,373;206472,229;20,280;12,4;-1,2;2,6;10;36,1;20
1426;GEEL;LARUM;190268,106;206460,196;19,960;10,5;1,0;0,7;7;30,2;25
1426;GEEL;LARUM;190268,106;206460,196;19,960;12,0;1,3;0,7;10;25,0;20
1426;GEEL;LARUM;190268,106;206460,196;19,960;12,5;0,7;2,8;5;25,3;5
1427;GEEL;LARUM;190274,270;206448,486;19,899;12,0;-2,9;2,2;7;24,1;0
1428;GEEL;LARUM;190295,181;206455,956;20,207;10,0;1,7;1,0;7;31,4;5
1429;GEEL;LARUM;190304,367;206443,885;19,900;9,2;-3,2;0,4;7;31,4;10
1430;GEEL;LARUM;190318,781;206446,610;20,201;10,0;-1,9;0,8;7;32,1;5
1431;GEEL;LARUM;190328,152;206435,098;19,896;11,3;1,0;1,3;6;21,1;10
1432;GEEL;LARUM;190342,540;206437,855;20,194;10,3;-3,5;0,6;7;25,8;0
1433;GEEL;LARUM;190351,562;206426,214;19,936;10,6;3,1;3,5;9;39,5;25
1434;GEEL;LARUM;190367,912;206428,268;20,360;10,8;-2,1;0,6;7;29,9;0
1435;GEEL;LARUM;190373,826;206415,570;20,271;8,7;-0,6;2,7;6;22,2;5
1436;GEEL;LARUM;190389,887;206413,852;20,495;11,2;-0,1;0,3;7;31,6;0
1437;GEEL;LARUM;190393,365;206400,524;20,532;9,0;3,9;2,8;9;32,0;25
1438;GEEL;LARUM;190407,057;206398,379;20,584;8,4;0,0;1,3;5;33,3;10
1439;GEEL;LARUM;190409,828;206382,237;20,633;8,4;0,7;2,1;9;30,7;15
1440;GEEL;LARUM;190424,761;206375,463;20,680;9,6;1,4;3,0;9;28,3;20
1441;GEEL;LARUM;190448,272;206341,876;20,751;8,3;3,7;3,1;10;22,8;10
1442;GEEL;LARUM;190463,321;206317,985;20,864;8,8;-2,4;2,1;10;20,6;5
1443;GEEL;LARUM;190483,272;206294,163;20,918;9,1;0,7;0,8;6;38,1;20
1444;GEEL;LARUM;190507,425;206277,525;20,841;10,6;0,6;1,9;6;23,2;20
1445;GEEL;LARUM;190531,491;206266,694;20,833;12,7;-0,8;0,7;10;38,2;15
1446;GEEL;LARUMSEWEG;190555,128;206246,282;20,947;12,8;-0,7;1,6;9;35,1;15
1447;GEEL;LARUMSEWEG;190592,875;206236,991;21,008;9,6;-1,5;2,4;9;32,1;5
1448;GEEL;LARUMSEWEG;190633,324;206229,617;21,130;8,7;3,0;1,6;8;31,3;15
1449;GEEL;LARUMSEWEG;190681,827;206225,577;21,306;11,8;2,9;3,7;9;20,6;5
1450;GEEL;LARUMSEWEG;190724,064;206225,856;21,447;10,7;1,3;1,0;8;37,4;10
1451;GEEL;LARUMSEWEG;190762,720;206227,545;21,638;9,2;-0,3;1,5;7;34,7;5
1452;GEEL;LARUMSEWEG;190803,215;206228,640;21,743;10,5;-3,3;2,0;7;30,5;30
1453;GEEL;LARUMSEWEG;190843,088;206221,369;21,820;10,4;-3,5;1,4;10;30,2;0
1454;GEEL;LARUMSEWEG;190884,624;206211,551;21,879;8,1;-2,7;3,9;9;38,3;30
1455;GEEL;LARUMSEWEG;191011,517;206207,512;22,393;8,8;-2,1;3,7;10;22,0;20
1456;GEEL;LARUMSEWEG;191091,312;206211,747;22,788;12,9;2,3;0,1;9;34,6;15
1457;GEEL;LARUMSEWEG;191169,805;206214,388;23,224;12,0;3,7;0,9;5;36,6;10
1458;GEEL;LARUMSEWEG;191258,341;206198,469;23,461;9,6;-2,0;4,0;6;35,3;30
1459;GEEL;LARUMSEWEG;191331,996;206178,004;23,592;9,9;2,7;3,1;6;26,9;25
1460;GEEL;LARUMSEWEG;191411,880;206158,689;23,658;8,6;1,1;0,2;8;36,8;25
1461;GEEL;LARUMSEWEG;191441,610;206155,953;23,694;11,9;-1,9;1,0;7;27,8;15
1462;GEEL;LARUMSEWEG;191456,667;206164,112;23,660;9,6;-2,5;0,3;7;32,1;5
1463;GEEL;LARUMSEWEG;191523,933;206162,708;23,454;11,8;-3,7;2,7;8;33,4;5
1464;GEEL;LARUMSEWEG;191542,324;206177,663;23,396;9,9;-3,7;3,9;8;24,0;25
1465;GEEL;LARUMSEWEG;191644,497;206192,733;23,363;12,5;-1,4;0,5;6;21,8;0
1466;GEEL;LARUMSEWEG;191683,888;206199,354;23,431;11,8;-3,0;0,2;8;30,8;5
1467;GEEL;LARUMSEWEG;191730,614;206206,467;23,563;10,4;-0,7;3,6;5;21,8;15
1468;GEEL;LARUMSEWEG;191770,387;206213,545;23,464;11,2;2,0;3,1;8;25,8;25
1469;GEEL;LARUMSEWEG;191801,877;206218,838;23,486;10,8;2,8;3,4;7;37,2;10
1470;GEEL;LARUMSEWEG;191838,758;206226,132;23,515;9,6;1,8;0,6;9;20,6;10
1471;GEEL;LARUMSEWEG;191873,609;206233,837;23,536;10,3;-2,6;1,7;6;30,8;25
1472;GEEL;LARUMSEWEG;191911,440;206241,793;23,615;10,2;-1,5;4,0;8;26,3;15
1473;GEEL;LARUMSEWEG;191949,498;206249,987;23,689;11,3;-0,6;0,3;7;38,2;20
1474;GEEL;LARUMSEWEG;191985,890;206257,425;23,680;8,8;3,1;0,2;6;29,2;20
1475;GEEL;LARUMSEWEG;192016,347;206260,391;23,673;10,8;1,6;0,9;9;37,6;5
1476;GEEL;LARUMSEWEG;192046,090;206257,685;23,611;8,9;-0,0;1,8;7;24,8;25
1477;GEEL;LARUMSEWEG;192074,438;206251,067;23,544;10,1;1,8;2,9;8;32,2;5
1478;GEEL;LARUMSEWEG;192110,857;206242,598;23,508;12,7;-2,5;2,3;5;33,7;20
1479;GEEL;LARUMSEWEG;192143,345;206234,951;23,466;12,8;-3,3;3,5;9;36,7;20
1480;GEEL;LARUMSEWEG;192174,832;206227,611;23,431;10,3;3,0;1,3;6;39,9;5
1481;GEEL;LARUMSEWEG;192205,313;206223,944;23,347;10,9;-0,7;2,4;8;28,3;20
1482;GEEL;LARUMSEWEG;192234,811;206233,671;23,282;11,1;0,6;1,8;6;38,5;20
1483;GEEL;LARUMSEWEG;192270,262;206228,699;23,214;9,9;1,8;3,8;7;25,1;10
1484;GEEL;OLENSEWEG;188847,781;206094,375;22,928;8,5;1,0;3,0;9;23,3;25
1485;GEEL;OLENSEWEG;188921,466;206113,165;22,816;12,3;3,0;3,2;10;32,2;5
1486;GEEL;OLENSEWEG;188997,739;206133,021;22,734;10,6;1,9;2,7;9;22,0;5
1487;GEEL;OLENSEWEG;189103,945;206161,311;22,511;12,5;-2,4;2,5;9;28,6;30
1488;GEEL;OLENSEWEG;189239,175;206205,904;21,953;9,9;-1,8;3,7;5;34,5;30
1489;GEEL;OLENSEWEG;189307,420;206251,606;21,550;8,5;-0,3;1,5;8;20,8;5
1490;GEEL;OLENSEWEG;189373,929;206297,377;21,192;10,1;-1,3;2,1;9;21,9;5
1491;GEEL;OLENSEWEG;189480,944;206354,021;20,753;9,7;0,0;1,1;8;36,1;25
1492;GEEL;OLENSEWEG;189520,332;206371,262;20,579;10,8;-2,3;3,0;6;34,7;15
1493;GEEL;OLENSEWEG;189606,369;206404,209;20,410;11,1;-1,5;0,8;6;32,2;20
1494;GEEL;OLENSEWEG;189633,342;206408,174;20,453;9,7;3,2;1,9;5;36,1;15
1495;GEEL;OLENSEWEG;189660,431;206409,961;20,446;9,9;-0,4;1,3;7;25,3;25
1496;GEEL;OLENSEWEG;189710,846;206412,317;20,467;12,6;0,6;1,0;9;30,1;5
1497;GEEL;OLENSEWEG;189749,514;206420,649;20,425;9,3;-2,5;2,5;9;35,1;25
1498;GEEL;OLENSEWEG;189779,632;206429,351;20,400;9,3;3,7;3,5;8;39,4;15
1499;GEEL;OLENSEWEG;189817,046;206443,701;20,315;12,7;-3,5;2,7;8;24,0;25
1500;GEEL;OLENSEWEG;189853,169;206462,646;20,330;9,6;1,1;2,9;5;25,1;10
1501;GEEL;OLENSEWEG;189892,671;206484,271;20,270;11,8;3,4;3,4;6;39,5;10
1502;GEEL;OLENSEWEG;189921,626;206499,626;20,203;8,4;2,6;2,7;9;37,1;20
1503;GEEL;OLENSEWEG;189961,125;206520,475;20,197;10,7;0,9;3,3;7;33,9;0
1504;GEEL;OLENSEWEG;189993,957;206530,227;20,135;11,5;3,3;0,0;10;20,5;30
1505;GEEL;OLENSEWEG;190033,469;206532,730;20,098;12,2;1,1;3,9;7;36,2;5
1506;GEEL;OLENSEWEG;190073,934;206530,840;20,094;11,7;-0,9;3,6;8;20,0;15
1507;GEEL;OLENSEWEG;190108,346;206528,806;20,038;12,0;1,1;2,5;9;33,8;5
1508;GEEL;OLENSEWEG;190151,298;206539,577;19,999;11,6;3,5;2,1;7;22,4;10
1509;GEEL;OLENSEWEG;190174,589;206535,510;20,138;10,8;-3,9;0,1;9;31,5;25
1510;GEEL;OLENSEWEG;190187,744;206524,373;20,022;9,1;-3,7;3,2;8;23,9;15
1511;GEEL;OLENSEWEG;190202,327;206527,685;20,115;12,3;-0,4;1,7;7;38,6;10
1512;GEEL;OLENSEWEG;190207,959;206514,027;19,946;9,8;-2,5;2,2;7;37,5;25
1513;GEEL;ZWAARVOERDERSSPOOR;191198,162;205987,284;24,038;10,7;-2,1;0,3;7;24,1;30
1514;GEEL;ZWAARVOERDERSSPOOR;191249,943;206009,563;24,078;8,3;-3,1;3,5;7;21,6;20
1515;GEEL;ZWAARVOERDERSSPOOR;191299,155;206039,470;23,989;9,2;-2,8;0,9;9;31,7;30
1516;GEEL;ZWAARVOERDERSSPOOR;191341,035;206064,583;23,944;8,1;-3,8;0,0;9;24,3;15
1517;GEEL;ZWAARVOERDERSSPOOR;191384,515;206090,447;23,863;11,0;-2,0;0,9;6;25,1;15
1518;GEEL;ZWAARVOERDERSSPOOR;191426,581;206116,293;23,799;11,1;1,4;1,2;5;35,3;15
1519;GEEL;ZWAARVOERDERSSPOOR;191466,046;206145,196;23,734;12,9;-2,9;3,8;5;23,4;25
1520;GEEL;RAUWELKOVEN;190402,803;206417,517;20,500;12,5;-1,5;1,5;8;27,6;20
1521;GEEL;RAUWELKOVEN;190392,118;206431,175;20,232;12,3;2,3;3,0;9;23,3;30
1522;GEEL;RAUWELKOVEN;190379,391;206429,554;20,236;11,1;3,8;0,5;7;21,9;30
1523;GEEL;RAUWELKOVEN;190367,252;206456,304;19,970;12,5;3,7;1,4;10;22,4;10
1524;GEEL;RAUWELKOVEN;190356,890;206473,210;19,897;12,1;3,0;2,2;8;35,6;0
1525;GEEL;RAUWELKOVEN;190344,982;206492,659;19,804;12,1;2,5;1,2;5;26,9;20
1526;GEEL;RAUWELKOVEN;190338,194;206513,638;19,737;12,1;0,8;3,9;8;39,9;15
1527;GEEL;RAUWELKOVEN;190346,961;206530,013;19,709;9,3;-3,5;3,9;8;38,9;10
1528;GEEL;RAUWELKOVEN;190356,272;206577,148;19,590;11,8;-3,7;2,1;8;26,0;25
1529;GEEL;RAUWELKOVEN;190366,042;206608,437;19,566;12,6;-2,5;0,1;8;32,8;0
1530;GEEL;RAUWELKOVEN;190378,083;206645,437;19,600;10,6;0,6;1,6;9;21,0;25
1531;GEEL;RAUWELKOVEN;190387,938;206677,603;19,638;12,0;-3,6;2,9;7;31,6;5
1532;GEEL;RAUWELKOVEN;190398,061;206711,996;19,681;10,2;-3,6;2,0;6;39,1;25
1533;GEEL;RAUWELKOVEN;190416,332;206770,005;19,951;8,9;4,0;3,9;6;28,8;15
1534;GEEL;RAUWELKOVEN;190426,792;206802,690;20,375;10,1;-0,8;0,8;9;27,6;10
1535;GEEL;RAUWELKOVEN;190436,288;206830,759;20,736;10,2;3,4;3,9;6;25,2;0
1536;GEEL;RAUWELKOVEN;190449,936;206906,068;20,038;12,4;1,4;1,7;9;27,2;0
1537;GEEL;RAUWELKOVEN;190443,414;207071,389;19,792;10,2;3,2;1,1;9;37,3;25
1538;GEEL;RAUWELKOVEN;190441,273;207172,839;19,622;11,8;-1,5;0,4;9;35,1;10
1539;GEEL;RAUWELKOVEN;190546,226;207166,185;20,122;9,7;-3,8;2,9;9;24,5;20
1540;GEEL;RAUWELKOVEN;190677,073;207196,896;20,675;9,5;-3,7;3,6;8;38,3;10
1541;GEEL;RAUWELKOVEN;190780,566;207175,820;20,922;9,5;1,0;0,9;8;33,0;15
1542;GEEL;RAUWELKOVEN;190938,071;207135,450;21,040;12,9;-1,9;0,7;9;26,2;25
1543;GEEL;RAUWELKOVEN;191056,132;207098,671;20,863;9,9;1,5;1,4;5;29,6;5
1544;GEEL;RAUWELKOVEN;191129,042;207061,982;20,954;10,4;-1,4;2,0;7;21,6;10
1545;GEEL;RAUWELKOVEN;191238,217;207010,927;20,999;8,4;1,6;2,7;7;21,1;15
1546;GEEL;RAUWELKOVEN;191313,088;206991,857;20,995;12,6;1,5;2,1;7;20,1;15
1547;GEEL;RAUWELKOVEN;191390,536;206976,235;21,071;9,4;-0,7;3,7;7;34,9;30
1548;GEEL;RAUWELKOVEN;191460,373;206847,056;21,234;9,9;3,5;2,8;5;31,4;5
1549;GEEL;RAUWELKOVEN;191504,083;206787,820;21,376;11,3;1,3;1,2;6;29,5;25
1550;GEEL;RAUWELKOVEN;191617,982;206755,751;21,778;9,4;-1,2;1,9;7;20,3;5
1551;GEEL;RAUWELKOVEN;191669,236;206747,292;21,982;8,5;2,6;2,5;9;38,3;5
1552;GEEL;RAUWELKOVEN;191763,984;206692,225;22,368;11,0;-2,4;1,5;8;38,7;5
1553;GEEL;RAUWELKOVEN;191860,075;206644,973;23,051;11,0;1,6;0,7;6;37,7;10
1554;GEEL;RAUWELKOVEN;191963,302;206631,254;23,340;11,1;-3,7;2,9;10;34,8;10
1555;GEEL;RAUWELKOVEN;192090,240;206619,878;23,512;11,8;2,1;2,5;5;23,6;5
1556;GEEL;RAUWELKOVEN;192111,916;206529,624;22,788;11,3;-1,7;0,9;6;29,3;10
1557;GEEL;RAUWELKOVEN;192119,176;206498,903;22,837;9,7;-3,3;1,0;9;26,3;20
1558;GEEL;RAUWELKOVEN;192144,702;206419,884;22,857;11,6;-0,9;3,8;7;37,4;30
1559;GEEL;RAUWELKOVEN;192170,066;206340,026;23,030;11,1;0,8;1,2;8;23,4;20
1560;GEEL;RAUWELKOVEN;192220,774;206281,686;23,082;11,9;-2,9;3,1;8;31,9;5
1561;GEEL;ELSUM;192302,481;206227,509;23,261;12,3;-1,7;0,4;6;31,1;5
1562;GEEL;KWAKKELBERG;193292,532;206689,373;23,210;8,8;2,3;1,3;6;39,0;10
